Lung_weight,Lung_weight_x_100,Mouse_ID,Day.x,Eotaxin (74),G-CSF (54),GM-CSF (73),IFNg (34),IL-10 (56),IL-12p40 (76),IL-12p70 (78),IL-13 (37),IL-17A (72),IL-1a (53),IL-1b (19),IL-2 (36),IL-3 (18),IL-4 (39),IL-5 (52),IL-6 (38),IL-9 (33),KC (57),MCP-1 (51),MIP-1B (75),MIP-1a (77),RANTES (55),TNFa (21),Day.y,BAL Cell counts,Hysteresis,BAL protein,Viral Burden,Days,Day 3,Day 4,Day 5,Day 7,Day 8
45.8,0.0458,62,8,3735.371179,1656.550218,0,186.8995633,202.1834061,5023.799127,1430.349345,373.1441048,23.1441048,186.2445415,114.1921397,94.75982533,21.1790393,32.53275109,95.85152838,310.0436681,0,1955.895197,18618.55895,14798.9083,2788.209607,46276.20087,274.0174672,Day 8,47500,1.070403327,877.0833333,284802.4939,Day 8,110.3448276,113.1034483,114.4827586,124.8275862,122.0689655
40,0.04,63,8,7726.25,1522.25,321,314.5,374.5,6805.25,1837.25,507.5,31.25,382.5,290.75,168,40.5,42.5,60.25,836.5,348,5494.25,35698.25,40382.25,7634.5,102754.75,394.75,Day 8,57500,1.044432273,2086.25,1496.7996,Day 8,116.4179104,120.8955224,126.8656716,123.880597,129.8507463
30.1,0.0301,64,8,4511.627907,1929.568106,0,329.2358804,774.0863787,4181.727575,2417.607973,458.1395349,60.46511628,349.5016611,146.5116279,232.8903654,41.5282392,56.47840532,66.44518272,788.0398671,280.3986711,1941.196013,56744.51827,81391.69435,19425.24917,35418.27243,470.7641196,Day 8,37500,0.562191751,1745.416667,5714451.586,Day 8,116.3120567,107.0921986,107.0921986,99.29078014,95.03546099
32.5,0.0325,65,8,4118.153846,52.30769231,0,178.1538462,0,1480.307692,1612,318.7692308,60.30769231,130.4615385,40.92307692,65.23076923,29.84615385,0,61.53846154,147.0769231,0,1061.538462,1014.769231,1079.692308,185.8461538,11253.23077,284.9230769,Day 8,12500,1.940095575,120.8333333,38775.64481,Day 8,115.2542373,118.079096,119.7740113,132.7683616,136.1581921
28.9,0.0289,66,8,13984.08304,3449.134948,0,435.2941176,1007.612457,31249.13495,2668.16609,917.3010381,67.8200692,688.9273356,393.4256055,321.799308,71.97231834,87.88927336,417.9930796,1179.584775,526.9896194,4810.726644,41477.50865,26762.97578,5318.685121,168738.4083,657.0934256,Day 8,NA,1.093384326,NA,3191139.577,Day 8,109.3959732,110.0671141,114.0939597,124.1610738,126.8456376
33.9,0.0339,67,8,3478.761062,50.14749263,0,170.7964602,74.04129794,3702.359882,1760.766962,406.7846608,50.73746313,56.34218289,21.82890855,118.879056,17.69911504,17.40412979,35.10324484,269.9115044,0,464.0117994,2567.846608,1942.182891,257.8171091,17080.82596,370.2064897,Day 8,22500,1.037644945,246.6666667,214.7142892,Day 8,111.71875,115.625,119.53125,133.59375,133.59375
34.2,0.0342,68,8,3850,49.70760234,0,200,0,3038.011696,1489.181287,302.9239766,25.43859649,96.49122807,47.36842105,99.70760234,23.0994152,2.923976608,46.78362573,154.3859649,0,731.871345,2027.192982,1880.994152,246.4912281,35147.36842,221.9298246,Day 8,7500,1.02540436,341.6666667,154.1840299,Day 8,108.3333333,108.3333333,112.1794872,126.9230769,128.2051282
45,0.045,69,8,5537.333333,933.3333333,0,144.2222222,89.55555556,4124.666667,1148,306.4444444,32,202.4444444,110.2222222,61.55555556,25.77777778,18.22222222,71.11111111,443.1111111,57.33333333,2220,12337.33333,8324.666667,1307.777778,50795.11111,278.8888889,Day 8,NA,1.120034518,381.6666667,0.852610164,Day 8,124.6478873,130.9859155,138.028169,145.7746479,144.3661972
29.6,0.0296,70,8,7483.445946,2894.932432,321.9594595,352.027027,468.9189189,15573.98649,2580.743243,685.8108108,53.37837838,364.1891892,339.527027,197.2972973,57.77027027,99.66216216,161.4864865,1398.648649,514.527027,4221.621622,28991.89189,46527.7027,6728.378378,218900,614.527027,Day 8,65000,0.582617829,897.9166667,607894.6465,Day 8,114,114.6666667,115.3333333,114,117.3333333
26.9,0.0269,71,8,2686.245353,0,0,141.6356877,0,2349.070632,1455.390335,512.6394052,78.0669145,130.8550186,49.44237918,78.81040892,15.24163569,0,44.23791822,128.2527881,0,1379.553903,13189.96283,3889.219331,807.063197,38189.96283,250.929368,Day 8,10000,0.869434129,874.1666667,272468880,Day 8,110.3448276,109.6551724,115.862069,119.3103448,117.2413793
30.6,0.0306,72,8,4869.607843,163.0718954,0,142.4836601,0,2973.529412,1568.627451,558.496732,40.8496732,115.0326797,52.94117647,111.4379085,25.81699346,3.267973856,65.35947712,152.9411765,0,1052.614379,4222.222222,2127.124183,286.9281046,22185.29412,329.7385621,Day 8,2500,1.57125901,256.6666667,0.170834909,Day 8,113.4831461,115.7303371,120.7865169,127.5280899,129.2134831
31.8,0.0318,73,8,5638.679245,0,0,220.4402516,0,1147.798742,1324.213836,212.5786164,42.45283019,122.0125786,32.70440252,55.97484277,12.89308176,11.00628931,24.52830189,172.0125786,0,877.0440252,2737.421384,760.0628931,160.6918239,12520.12579,291.1949686,Day 8,2500,1.469613043,121.6666667,0.645408529,Day 8,114.8148148,117.7777778,121.4814815,133.3333333,137.037037
45.8,0.0458,74,8,4973.144105,2741.921397,387.5545852,271.1790393,615.0655022,18095.19651,1588.864629,511.5720524,25.32751092,475.9825328,207.860262,227.2925764,53.27510917,59.82532751,167.9039301,798.9082969,368.9956332,4065.502183,41845.85153,49120.08734,8413.973799,161891.7031,449.3449782,Day 8,27500,0.906758402,1790.416667,275074.8341,Day 8,119.7278912,123.8095238,128.5714286,121.7687075,121.0884354
36.6,0.0366,75,8,3391.803279,2266.939891,0,298.3606557,663.6612022,33213.38798,1948.63388,466.9398907,49.72677596,259.5628415,281.6939891,191.5300546,29.23497268,46.44808743,157.1038251,427.8688525,70.49180328,3221.857923,25425.68306,45157.10383,4212.568306,113919.3989,475.136612,Day 8,67500,1.038591176,1588.333333,24963900.8,Day 8,105.4216867,104.8192771,109.6385542,106.626506,109.6385542
NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Day 0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
