Mouse_ID,Sex,Eotaxin,G-CSF,GM-CSF,IFNg,IL-10,IL-12p40,IL-12p70,IL-13,IL-17a,IL-1b,IL-2,IL-3,IL-4,IL-5,IL-6,IL-9,IL-1a,KC,MCP-1,MIP-1b,MIP-1a,RANTES,TNF-a,Day.x,Severity,NK Cells,T-Cells,CD4 T-Cells,Effector CD4 T-Cells,Tregs,Th-1,Th-17,CD8 T-Cells,Effector CD8 T-Cells,CD11b CCR2,CCR2 Ly6cHi,CCR2 Ly6cLo,Neutrophils,Interstitial Macrophages,Alveolar Macrophages,DCs,Day_0_BW
21,Male,21158.16993,158.496732,350.6535948,358.496732,93.1372549,2495.751634,1450.980392,1822.222222,304.5751634,52.2875817,79.7385621,100.3267974,32.0261438,39.869281,137.254902,398.3660131,460.130719,959.1503268,6974.183007,2407.843137,383.0065359,20515.03268,752.9411765,3,mild,1.736916093,23.59481576,9.097588716,0.003690569,0.11776271,0.259346367,0.518692733,7.73140708,3.36E-04,12.05177086,8.137844427,3.836428535,5.369981729,10.4837113,0.617154753,16.4702821,16
22,Male,18605.08475,164.4067797,216.9491525,249.1525424,96.61016949,1363.389831,1462.372881,941.6949153,203.7288136,54.23728814,41.3559322,72.8813559,12.5423729,54.5762712,128.1355932,266.440678,379.3220339,820,6933.559322,1845.084746,229.8305085,8643.050847,469.8305085,3,mild,7.365019476,20.96316093,10.32961274,3.49E-04,0.115635208,0.304634142,0.638963126,8.743209488,3.49E-04,10.12443393,7.527640651,2.536412223,14.90555261,9.163232834,0.760882869,9.001672718,15.9
23,Male,16611.84834,229.8578199,413.2701422,412.3222749,138.8625592,3482.464455,1985.308057,1316.587678,370.1421801,75.82938389,57.81990521,114.2180095,17.53554502,113.2701422,206.6350711,394.3127962,575.8293839,2278.672986,26661.13744,3259.241706,836.9668246,21996.20853,709.9526066,3,severe,1.385313156,31.83871773,5.862408079,0.061060635,0.196098578,0.294441427,0.712178368,6.812957771,0.066051168,15.90441817,12.89970529,2.933181824,14.47216216,21.71478322,0.5203373,18.10307829,12
24,Male,32085.55957,253.7906137,452.7075812,604.6931408,139.7111913,3962.093863,2415.162455,2282.67148,328.5198556,68.9530686,298.5559567,106.1371841,49.4584838,135.3790614,470.3971119,696.0288809,523.1046931,2363.176895,20133.213,6692.057762,1061.01083,20241.51625,959.2057762,3,severe,1.608759392,35.17304445,8.365065004,0.018869659,0.295140821,0.406423425,0.712208669,12.37801249,0.031449432,11.50488105,9.568326166,1.866299526,15.81142103,11.04708809,0.490654338,7.191542162,13.9
25,Male,52792.69103,170.7641196,667.1096346,761.461794,466.4451827,2728.903654,2844.186047,3998.006645,400.3322259,101.6611296,693.0232558,218.2724252,29.9003322,264.4518272,341.1960133,1152.159468,791.3621262,2115.946844,12566.11296,4950.166113,541.8604651,52298.00664,1991.694352,3,mild,5.11818746,11.66697214,5.270604427,3.22E-04,0.047911662,0.079102476,0.459823338,4.773802289,3.22E-04,7.668663862,4.346732957,3.257128288,9.01075086,9.860621255,0.430246887,11.10568138,16.7
26,Male,38163.19613,1675.060533,502.1791768,461.5012107,308.716707,7160.290557,2072.881356,1350.121065,181.3559322,81.3559322,310.1694915,84.2615012,38.9830508,132.9297821,947.6997579,572.3970944,483.7772397,12468.28087,55752.54237,8129.297821,1792.736077,31318.15981,1085.230024,3,severe,3.194395797,26.85008757,4.125218914,0.030297723,0.131873905,0.150963222,0.643957968,5.745709282,0.035201401,22.63094688,21.17182448,1.381986143,26.55842956,10.76812933,0.153117783,16.58429561,16.8
27,Male,40536.61417,190.9448819,458.6614173,606.6929134,112.2047244,1544.094488,2240.551181,3199.606299,311.8110236,62.99212598,471.6535433,105.511811,51.1811024,246.0629921,209.4488189,786.2204724,616.5354331,1056.692913,15026.37795,2292.519685,277.5590551,10892.91339,1092.913386,3,mild,2.039575624,17.17365075,3.107687224,9.35E-04,0.068900369,0.112859428,0.319560534,10.47316783,3.12E-04,9.136733876,6.781851477,2.314346756,6.71365622,8.288346718,0.463060107,8.33269748,19.9
28,Male,42207.11744,182.9181495,446.2633452,510.6761566,234.8754448,2580.782918,2025.266904,1572.241993,327.7580071,59.7864769,216.7259786,133.4519573,46.2633452,112.8113879,229.5373665,547.6868327,545.1957295,4644.483986,27688.6121,6416.725979,1184.341637,29793.95018,903.5587189,3,mild,0.971892549,29.38111504,6.466739999,0.010131419,0.282956059,0.58472761,0.715712383,4.457100677,0.015920801,11.75253733,10.14286638,1.559801631,26.62375442,17.07377889,0.178236658,14.86659956,12.2
29,Male,25805.80645,156.4516129,314.516129,592.9032258,94.516129,1806.774194,1835.806452,2275.806452,318.0645161,59.3548387,382.9032258,112.2580645,29.0322581,139.6774194,176.7741935,592.2580645,529.6774194,741.9354839,12895.80645,2998.387097,453.5483871,9094.516129,819.0322581,3,severe,2.985037515,23.69629947,5.943345206,0.004351367,0.134270742,0.264811741,0.64524551,12.45423295,0.002486495,10.81805276,7.507393825,3.241452739,11.8023187,9.299656927,0.406364604,13.70460192,11.9
31,Male,28872.75862,167.2413793,596.2068966,863.1034483,557.5862069,2467.586207,3037.931034,5203.103448,354.8275862,102.7586207,761.0344828,216.5517241,64.137931,346.5517241,382.4137931,1259.655172,873.1034483,1495.172414,9639.655172,3771.37931,530.3448276,23195.51724,2067.241379,4,severe,5.401790424,16.63865989,6.593522523,0.001130318,0.128102723,0.13601495,0.225686857,6.467680436,0.002637409,11.42799022,9.605178558,1.737810083,16.50556324,13.59226122,1.273207429,1.956126107,16.4
32,Male,45339.72603,132.8767123,766.0273973,740.2739726,337.5342466,4552.60274,2686.849315,3520.547945,240.5479452,75.3424658,555.0684932,140.8219178,61.9178082,490.9589041,392.6027397,887.1232877,1056.164384,2527.39726,21176.9863,7026.575342,1247.945205,31349.86301,1399.452055,4,severe,8.60816,15.69632,1.77424,0.00784,0.04608,0.0496,0.06112,11.94304,0.23472,15.41071429,13.20285714,2.084464286,20.27178571,6.851964286,0.167321429,3.729107143,16.4
33,Male,45004.57516,158.496732,516.3398693,591.503268,345.751634,3926.470588,2573.529412,2884.96732,216.9934641,84.9673203,374.5098039,163.3986928,39.869281,154.248366,399.6732026,742.4836601,540.8496732,14955.88235,28636.60131,4953.594771,779.4117647,41852.94118,1424.183007,4,severe,0.925010181,26.10244924,3.854693893,0.015028991,0.173075804,0.166288518,0.115868676,3.190509434,0.19004402,15.04177887,13.31593412,1.649002084,40.2067137,13.18855529,0.674969367,0.278987338,13.6
34,Male,19960.36036,109.2342342,262.3873874,335.1351351,107.8828829,2022.297297,1675.45045,995.045045,154.2792793,36.03603604,132.2072072,72.2972973,30.8558559,62.6126126,289.4144144,382.6576577,341.8918919,1155.855856,7754.954955,2062.162162,152.027027,8474.324324,815.3153153,4,mild,2.764798383,20.52117264,8.383129282,0.003369651,0.060653712,0.186454004,0.134786027,9.832640683,0.001684825,15.91256067,10.68208425,5.126414591,13.83817015,9.386788255,2.244860235,0.393654967,18.3
35,Male,11725.75453,7334.406439,1231.187123,650.7042254,886.3179074,23050.30181,3955.533199,1845.875252,152.917505,243.6619718,187.9275654,167.4044266,63.7826962,565.7947686,15713.07847,595.9758551,793.360161,15694.16499,339324.3461,91548.08853,14008.2495,168455.5332,1688.933602,4,severe,4.013101087,25.55247879,4.139347923,0.017865118,0.111954742,0.114932261,0.323358642,8.576447819,0.151853506,11.80709819,10.34405962,1.423064843,16.12654541,6.675613168,2.08548668,0.551066442,16.3
36,Male,28968.39623,4154.481132,672.6415094,718.3962264,618.1603774,10038.4434,3576.650943,2915.330189,196.9339623,114.8584906,607.0754717,185.8490566,51.4150943,325.7075472,1982.075472,916.0377358,427.5943396,7841.981132,60297.87736,10090.80189,2225,50145.75472,2229.245283,4,severe,0.615240625,42.23103868,7.645775554,0.057807844,0.379536023,0.272866787,0.386762004,7.8546408,0.570508365,12.6744916,11.10544638,1.497517454,20.58363612,13.84594898,0.641847547,2.065934902,11.6
37,Male,94029.23077,8181.230769,1215.384615,950.4615385,1721.230769,58931.69231,5530.153846,3652,224,284.6153846,448.3076923,193.2307692,97.5384615,859.6923077,2895.076923,1436.923077,1589.538462,15637.84615,218900.3077,48806.46154,16693.23077,125899.0769,1962.769231,4,severe,2.299018657,27.03222504,3.176727522,0.059446417,0.252726747,0.148457095,0.201227712,7.154233252,0.389103821,19.99477436,18.44650253,1.429635724,31.75140086,13.17213887,0.694162468,1.387265685,13.8
38,Male,51635.06494,209.95671,748.4848485,1047.186147,401.2987013,4031.601732,3328.138528,4995.238095,441.1255411,119.047619,710.8225108,210.3896104,59.3073593,319.9134199,462.7705628,1541.558442,888.7445887,1634.632035,15316.45022,5967.532468,623.3766234,33359.30736,2048.484848,4,mild,7.999910357,12.20006873,4.808238212,0.001867567,0.036230801,0.053038905,0.074702683,6.136825435,0.001494054,7.4802193,3.705209028,3.696373428,6.866145072,16.36397372,1.367750942,1.955760149,17.5
39,Male,24170.36145,116.8674699,451.0843373,569.1566265,338.313253,1279.036145,1747.46988,3252.289157,201.2048193,66.2650602,622.6506024,120.4819277,21.686747,187.2289157,240.9638554,813.4939759,712.0481928,668.1927711,5317.590361,2497.590361,142.6506024,11471.80723,1230.843373,4,mild,6.172048552,16.49732937,4.442231492,0.005571069,0.045264939,0.083566042,0.086351576,6.245168838,0.036211951,11.38796523,8.899924163,2.383765022,15.80037335,11.88528176,1.949159958,0.490024501,14.9
40,Male,32203.06122,2603.741497,682.9931973,865.6462585,521.0884354,14222.10884,3441.496599,3353.741497,313.2653061,114.2857143,885.7142857,184.3537415,25.5102041,367.3469388,914.2857143,1211.22449,1151.360544,5530.272109,96272.10884,17115.30612,8636.054422,98736.73469,1652.040816,4,severe,1.832246053,32.27265003,5.256625269,0.005171662,0.107127289,0.17362009,0.289613086,14.51981116,0.031768782,9.321300007,7.491679685,1.750662229,27.01300686,8.496909597,1.380493106,0.820994363,15.3
41,Male,2860.614525,135.4748603,121.7877095,24.58100559,79.60893855,1095.530726,72.06703911,447.2067039,14.52513966,44.69273743,255.027933,12.5698324,10.33519553,120.9497207,11.45251397,112.849162,84.0782123,44.41340782,3203.631285,445.5307263,60.6145251,871.5083799,117.0391061,4,mild,1.592252832,34.11788059,8.054133761,0.013469637,0.189992769,0.280735584,0.46363907,13.00954217,0.087907102,7.88957228,4.931686934,2.880886427,20.37560449,4.806798441,3.38325743,2.341893986,11.4
42,Male,32181.29496,174.4604317,944.9640288,961.5107914,733.4532374,4169.064748,4155.035971,6101.079137,511.5107914,161.8705036,1021.942446,440.2877698,41.0071942,334.1726619,507.1942446,1264.028777,1325.539568,1305.035971,7781.654676,3393.165468,291.7266187,23883.45324,3304.316547,4,mild,1.014304291,33.59341136,7.750325098,0,0.104031209,0.156046814,0.329432163,15.9254443,0.043346337,8.499095841,4.648318682,3.743114279,16.93547544,7.172647357,2.463702976,2.973795064,14.9
43,Male,217582.8402,77860.35503,4231.360947,2026.035503,3681.656805,72320.71006,16491.12426,8928.402367,551.4792899,1196.449704,565.6804734,536.0946746,352.6627219,3662.721893,19707.10059,2735.502959,4872.189349,145769.8225,1255317.16,426111.8343,76085.2071,259797.6331,7144.970414,4,mild,1.225714877,19.33544273,3.980246622,0.005914185,0.025628136,0.068998827,0.206996481,7.356260658,0.047313481,13.15220319,10.42790569,2.560252026,39.9944502,8.984142271,0.535392199,0.258718487,14.7
44,Male,57217.98246,212.7192982,880.7017544,871.9298246,406.5789474,2133.77193,3918.859649,4023.684211,427.6315789,110.5263158,1202.631579,188.5964912,50,349.122807,254.8245614,1561.842105,1095.614035,1332.45614,12088.59649,5040.350877,474.5614035,25835.96491,2240.350877,4,mild,2.083252662,22.23891578,6.714036786,0.002710552,0.14249758,0.085188771,0.762826718,13.42575024,0.014327202,16.82938765,11.21373223,5.456497674,6.388639463,13.55738943,1.161614002,1.755011094,13.3
45,Male,38068.16609,167.8200692,221.4532872,711.7647059,101.384083,2609.342561,1947.404844,3054.67128,275.7785467,58.1314879,532.5259516,163.3217993,12.80276817,149.8269896,180.2768166,865.7439446,812.1107266,1082.00692,7735.640138,2604.49827,344.6366782,17535.64014,1294.809689,4,mild,2.582147544,22.49740542,7.55002616,0.004717426,0.155246207,0.15481735,0.649289384,9.595244834,0.012436851,9.868657698,6.969466512,2.820570794,11.77815689,13.13166089,0.735331901,0.49741529,14.8
46,Male,36837.80161,2312.064343,808.0428954,500,569.1689008,12040.75067,2796.246649,1545.576408,213.6729223,94.1018767,175.0670241,119.0348525,34.8525469,208.310992,982.0375335,510.7238606,806.9705094,4792.761394,60571.31367,27826.00536,7013.941019,144023.3244,937.8016086,5,severe,0.769494949,25.88464646,4.357575758,0.09959596,0.198989899,0.130707071,0.113939394,5.418383838,0.055757576,9.828224645,9.534046492,0.276349174,15.0538298,8.069670164,0.286635123,0.123774258,12.1
47,Male,30714.67066,145.2095808,517.6646707,898.8023952,303.5928144,1750.299401,3010.778443,3944.311377,272.4550898,84.7305389,985.3293413,128.742515,17.6646707,300.8982036,266.4670659,1287.125749,1172.45509,1068.562874,5944.311377,3103.293413,408.6826347,36795.80838,1604.790419,5,mild,5.133442011,17.3574547,6.367616656,0,0.025295584,0.031541407,0.269194976,7.937192003,0,14.04320676,8.271931775,5.622537033,4.823474729,10.20552513,0.549279551,1.579128185,13.8
48,Male,18182.61965,122.1662469,435.5163728,666.2468514,266.4987406,1607.304786,2187.90932,2738.790932,215.6171285,61.7128463,636.0201511,136.5239295,20.6549118,186.1460957,283.8790932,949.1183879,801.0075567,847.1032746,6267.002519,4219.899244,653.9042821,52767.00252,1160.453401,5,mild,1.540025212,17.16689951,3.666897718,0.002514034,0.066801467,0.08942777,0.471560892,9.384887784,0.005028067,11.30423733,6.95220962,4.219611043,5.185316462,7.722968274,0.935945107,1.87523407,14
49,Male,31223.25581,5374.127907,1200.872093,1511.627907,9773.837209,45914.24419,5714.825581,3450.290698,252.0348837,382.5581395,545.0581395,285.1744186,104.3604651,747.6744186,6513.081395,1075.290698,962.2093023,11368.31395,736449.7093,316591.8605,105916.5698,811635.7558,2922.093023,5,severe,0.504020979,39.88951049,4.712237762,0.092832168,0.27972028,0.151223776,0.328321678,8.814160839,0.070804196,19.65823702,0.241320073,19.30589803,6.821236166,23.63329866,0.234308352,0.150752007,11.8
50,Male,25518.07229,194.7791165,175.1004016,915.2610442,114.4578313,2445.381526,2611.646586,3891.164659,41.7670683,73.8955823,405.2208835,96.7871486,36.1445783,464.2570281,285.1405622,1115.261044,780.3212851,2806.425703,14019.27711,5666.26506,1625.301205,33848.59438,995.9839357,5,severe,1.904567308,21.03028846,2.926442308,0.038942308,0.083653846,0.065625,0.269471154,8.5125,0.075480769,10.9997807,10.28267544,0.650657895,16.20789474,4.61622807,0.22127193,4.485526316,7.3
51,Male,48103.67647,6082.352941,802.6960784,767.8921569,662.5,11422.79412,3167.156863,3069.852941,224.2647059,137.9901961,466.9117647,167.8921569,65.4411765,466.6666667,1812.009804,1224.019608,690.9313725,7169.117647,90386.76471,21677.69608,7131.127451,113268.8725,1563.480392,5,severe,0.440542468,26.36435823,4.319290108,0.009420969,0.137725599,0.057871668,0.234178379,8.064798324,0.008075117,11.62892056,10.10880022,1.452618487,14.04251022,9.531579703,0.339635277,0.633029132,9.1
52,Male,38893.93939,133.6088154,295.5922865,612.3966942,243.2506887,2709.917355,2444.077135,2141.322314,209.3663912,63.0853994,701.1019284,88.4297521,33.6088154,98.0716253,201.9283747,974.3801653,836.6391185,893.9393939,6355.096419,2801.652893,268.8705234,16009.36639,1064.738292,5,mild,1.22204651,22.37850496,5.676864749,0.004054903,0.072481398,0.064371591,0.206800073,12.89763396,0,10.75318162,7.851412369,2.801793016,7.147481336,8.357849364,0.911258799,2.050332298,13
53,Male,918.9922481,187.9844961,168.9922481,76.3565891,110.4651163,249.6124031,100,907.751938,20.15503876,62.01550388,47.28682171,17.44186047,14.34108527,31.39534884,15.89147287,156.5891473,20.15503876,157.751938,568.9922481,618.2170543,33.3333333,2536.434109,162.4031008,5,mild,1.466520084,18.10878956,3.956527194,0.002091188,0.033757745,0.023600547,0.190298084,12.6161356,0.002987411,6.631513466,3.990430982,2.570525586,4.685980052,9.396592394,0.662566852,0.159066144,11.3
54,Male,43930.50193,187.2586873,667.5675676,869.1119691,657.1428571,6307.335907,3401.544402,4455.212355,435.5212355,109.2664093,530.8880309,198.4555985,59.0733591,255.984556,412.7413127,1072.200772,638.996139,4255.212355,19264.47876,8271.042471,1264.478764,103483.7838,1972.200772,5,mild,0.523843931,20.80965909,3.111452312,0.002463216,0.071843799,0.04310628,0.091549527,8.392587362,0.001642144,10.08620632,9.397627484,0.640351524,12.82779501,8.017790519,0.491650647,0.159418057,11.5
55,Male,34690.49587,200.4132231,518.1818182,815.7024793,364.8760331,2596.694215,2893.38843,3933.057851,411.9834711,104.1322314,614.8760331,200.8264463,53.7190083,273.9669421,215.2892562,1033.884298,763.2231405,1401.652893,12713.22314,6369.421488,1041.735537,102423.5537,1597.107438,5,mild,1.360721691,15.25285257,4.347169397,0.010984635,0.055266446,0.090623241,0.257795658,7.693020637,0.006522127,7.175063788,6.51624205,0.615788872,6.340302373,6.387524277,0.522487528,0.140904071,11.3
56,Male,41847.51958,4665.274151,488.772846,451.4360313,172.3237598,4655.874674,2462.924282,2213.83812,163.7075718,77.8067885,255.0913838,105.2219321,19.5822454,222.7154047,1487.467363,665.2741514,573.6292428,6993.994778,40867.88512,10869.97389,2218.276762,60409.39948,1041.253264,5,severe,1.308444939,29.13385531,3.332193158,0.020673505,0.108253991,0.098481061,0.274393796,8.930578369,0.054126995,13.29558586,11.89045528,1.345042755,12.02911948,8.497804483,0.543101456,2.040674832,15.5
57,Male,12133.04348,255.942029,185.5072464,588.115942,82.60869565,1180,74.7826087,2355.652174,62.8985507,53.3333333,292.4637681,132.7536232,10.72463768,170.1449275,11.88405797,366.6666667,176.2318841,5237.391304,60103.76812,9683.768116,808.4057971,99256.52174,735.942029,5,severe,1.099916997,13.64334458,3.702838512,0.007952405,0.126244427,0.034294746,0.218194108,3.139211817,0.004970253,7.095554305,6.445019696,0.619471019,11.35441756,10.0893641,0.616769837,1.091727631,10.3
58,Male,38407.76699,94.17475728,276.1165049,276.1165049,55.33980583,1761.941748,1105.048544,971.4563107,124.8543689,32.6213592,131.0679612,46.7961165,29.7087379,31.2621359,119.8058252,298.8349515,302.7184466,736.1165049,6046.796117,2548.15534,410.4854369,32929.70874,562.1359223,5,mild,1.368323823,18.49876243,4.032596656,0,0.040785807,0.050782328,0.351477686,10.09408726,0,10.27290364,7.251993964,2.905367536,5.224832938,8.532442337,0.578572968,0.179780125,13.6
59,Male,32145.61404,170.1754386,921.754386,606.6666667,100,2747.368421,2084.561404,2851.578947,236.8421053,64.5614035,182.8070175,210.1754386,45.6140351,131.5789474,249.122807,676.4912281,643.5087719,1138.596491,11786.66667,3946.666667,799.2982456,78050.87719,1227.368421,5,mild,0.950897466,7.552842731,1.993262212,0.006339316,0.028979732,0.021734799,0.020829183,3.894151528,9.06E-04,6.37829691,4.561868877,1.730821402,5.343782969,7.549058026,0.619140919,0.951921628,13.3
60,Male,46830.76923,2397.202797,997.2027972,757.6923077,1259.090909,5940.909091,4474.475524,3684.265734,295.4545455,109.4405594,591.6083916,160.1398601,56.2937063,463.2867133,1479.72028,938.8111888,791.958042,9350.699301,95406.99301,33404.54545,9973.076923,138030.7692,1918.181818,5,severe,1.238825758,36.33674242,2.514204545,0.072727273,0.323484848,0.509659091,0.148674242,12.10757576,0.134090909,12.64755868,12.25981045,0.353298731,8.267879289,13.31128566,0.183730651,0.305834979,11.3
62,Male,9687.837838,8450,651.6891892,2038.513514,37138.51351,17864.86486,4495.439189,1722.972973,121.1148649,272.972973,519.5945946,196.2837838,56.4189189,305.9121622,3245.945946,589.6959459,1071.959459,8232.939189,247.972973,409469.9324,8.277027027,547724.6622,2305.236486,8,severe,3.524598898,20.90187886,4.65340045,0.129476379,0.365827277,2.386433717,0.114623727,7.38984014,0.028736653,22.72194685,22.58560452,0.118234367,8.926872222,4.498941927,0.014912443,1.148968201,18
63,Male,17502.47934,106.1983471,221.6942149,195.2479339,79.9586777,3269.008264,1459.504132,573.9669421,105.9917355,33.05785124,25.20661157,58.0578512,28.3057851,25.2066116,170.661157,242.3553719,545.661157,1328.099174,4882.644628,4285.950413,611.7768595,80529.75207,427.6859504,8,severe,1.282098765,14.5308642,4.416255144,0.045473251,0.090534979,0.277777778,0.181893004,6.810082305,0.008847737,9.257555556,7.580666667,1.568888889,6.388,11.39422222,0.255111111,0.152888889,18.2
64,Male,22539.54802,274.0112994,246.3276836,555.3672316,161.0169492,9441.242938,2720.338983,3572.316384,423.1638418,90.39548023,177.9661017,181.3559322,20.9039548,266.6666667,466.6666667,521.4689266,686.440678,1483.050847,12953.10734,8031.638418,1224.293785,40123.72881,1434.463277,8,mild,6.472743502,13.88414998,3.286040267,0.005038835,0.005038835,0.067664356,0.099337033,8.463803169,0,7.044056591,5.485920217,1.51955562,4.75551639,5.225500125,0.857106531,1.975509989,12.5
65,Male,23653.80282,136.6197183,445.0704225,349.0140845,80.28169014,3464.507042,1462.253521,1244.507042,154.6478873,45.07042254,108.4507042,98.028169,23.0985915,56.3380282,245.6338028,343.3802817,416.056338,1071.830986,6093.802817,5891.549296,988.7323944,147627.8873,616.056338,8,mild,4.084153458,11.61082698,1.428151749,0,0.001335345,0.008679744,0.05341381,8.531520825,0,12.679753,6.957111749,5.549068493,7.628259749,8.160023564,1.121911194,1.27444483,13.5
66,Male,39238.00475,1162.945368,581.9477435,309.7387173,563.6579572,15104.98812,1024.703088,1234.204276,50.3562945,151.7814727,83.1353919,125.415677,51.7814727,229.6912114,1636.104513,213.7767221,311.6389549,4400.23753,36919.95249,14536.10451,2203.562945,102508.3135,631.1163895,8,severe,0.814333333,29.5055,1.968666667,0.018833333,0.123,0.268333333,0.0585,18.80283333,0.033666667,10.16125245,8.190998043,1.859295499,13.26105675,6.886497065,0.093933464,7.268493151,11.9
67,Male,11375.18072,116.8674699,154.2168675,147.9518072,68.6746988,4589.39759,1491.807229,669.3975904,112.5301205,38.55421687,29.39759036,58.0722892,21.686747,19.7590361,215.9036145,227.7108434,289.6385542,1442.409639,3122.168675,2015.903614,257.5903614,47384.81928,471.0843373,8,mild,0.603933703,34.48033148,3.340062153,0.036853568,0.048474063,0.441246779,0.04581795,22.28711254,0.033201413,10.32324437,7.708960787,2.486357537,9.405397346,8.823915312,0.303265245,2.62263307,16.2
68,Male,23982.87462,148.3180428,133.3333333,198.7767584,87.1559633,1712.844037,1166.055046,716.2079511,177.3700306,48.92966361,37.3088685,58.1039755,37.3088685,25.0764526,122.0183486,233.3333333,333.6391437,744.0366972,6436.391437,2625.688073,321.4067278,51642.20183,423.853211,8,mild,1.760003673,16.72835574,3.24168919,0,0.008607778,0.032709556,0.133707485,11.42711221,0,7.76764528,1.557096109,6.031421083,3.674064424,6.729322725,1.034445323,1.123621644,16.6
69,Male,38248.07018,4511.578947,1038.947368,928.0701754,2998.245614,24671.22807,3747.017544,1823.157895,203.5087719,271.5789474,493.3333333,136.4912281,92.2807018,272.6315789,1637.54386,764.9122807,631.2280702,11671.92982,96152.63158,103906.3158,20397.54386,386808.4211,1572.631579,8,severe,1.205006679,15.73233663,2.320346954,0.039343422,0.044375721,0.174300511,0.047578092,10.09341775,0.020586674,6.036300706,5.227488225,0.750262955,14.04152353,5.570495184,0.491194255,2.521256587,10.9
70,Male,46125.56391,182.3308271,163.9097744,441.3533835,107.1428571,2197.744361,1763.157895,2720.300752,251.8796992,77.8195489,237.2180451,90.6015038,19.5488722,148.4962406,275.5639098,578.5714286,508.6466165,903.7593985,6164.661654,3117.293233,532.3308271,117328.1955,1269.548872,8,mild,0.837993868,32.11759761,4.070329602,0.013150058,0.023979517,0.392696819,0.052084542,19.07145122,0.004641197,7.687146375,5.374011878,2.194232144,3.932827972,5.834641467,0.294603206,3.796137078,14.9
71,Male,24024,917.5384615,532,482.4615385,1502.461538,11842.15385,2269.538462,985.2307692,137.2307692,145.2307692,67.6923077,115.3846154,35.0769231,378.7692308,779.6923077,396.3076923,460.6153846,2702.769231,36203.38462,145032.6154,30544.92308,245650.1538,601.5384615,8,severe,1.793493151,42.48613014,2.807534247,0.020547945,0.058561644,0.28989726,0.057363014,26.50565068,0.018664384,13.59913194,8.491666667,4.813888889,8.275520833,9.877951389,0.094444444,4.805208333,13
72,Male,34841.16505,94.17475728,363.4951456,388.7378641,255.9223301,13111.26214,1613.980583,780.776699,87.5728155,44.4660194,40.3883495,72.815534,33.7864078,91.6504854,266.407767,360.9708738,309.5145631,2685.631068,21922.3301,8135.728155,1601.359223,340094.5631,515.9223301,8,severe,0.669834711,17.03719008,1.141942149,0.011157025,0.012190083,0.052066116,0.032644628,8.889049587,0.004132231,11.16170678,10.05623632,1.036323851,6.092341357,20.88468271,0.13785558,3.68512035,15.9
73,Male,44411.22449,164.9659864,148.2993197,229.2517007,96.93877551,903.4013605,1829.251701,871.0884354,169.047619,54.42176871,41.49659864,39.1156463,12.58503401,27.55102041,58.1632653,159.1836735,507.1428571,636.7346939,7701.360544,2820.408163,366.3265306,21065.64626,586.7346939,8,mild,0.642754912,22.557141,5.282560611,0.006071909,0.020817973,0.021685388,0.151797719,11.97553888,0.014746064,11.21315081,4.10347318,6.851158821,14.23166568,9.370691353,2.843706914,0.871577703,9.4
74,Male,63177.33333,215.5555556,476.8888889,895.5555556,151.1111111,4160.444444,3804.888889,3295.555556,433.3333333,78.2222222,994.2222222,142.6666667,23.1111111,226.6666667,382.6666667,1112,1037.333333,1711.111111,7648.444444,5477.333333,994.2222222,52248,2103.111111,8,mild,0.795070798,20.12204514,2.771491202,0.001777356,0.011849043,0.036139582,0.063392381,13.85804846,0.005924522,8.578716189,4.2498922,4.183384858,7.209834316,12.41640904,0.795164697,0.536443831,8.8
75,Male,11081.13208,183.0188679,596.2264151,546.7924528,163.3962264,7873.207547,2995.471698,1815.09434,211.3207547,86.4150943,392.4528302,121.1320755,19.6226415,104.9056604,487.1698113,667.1698113,521.1320755,1992.075472,8598.113208,8490.188679,2507.54717,87545.28302,1412.075472,8,severe,1.95631068,22.77548544,1.244417476,0.009708738,0.030582524,0.128398058,0.023786408,9.726699029,0.007038835,19.88571429,17.11177606,2.517953668,5.351544402,12.56583012,0.067760618,4.216602317,8.2
76,Female,2897.313433,137.0149254,155.8208955,234.9253731,128.6567164,631.641791,1629.552239,373.7313433,30.44776119,17.6119403,310.7462687,45.07462687,17.6119403,59.70149254,361.4925373,216.4179104,279.7014925,285.3731343,3271.343284,858.8059701,160.8955224,2040.597015,276.4179104,0,severe,4.350467858,38.96903518,27.30239744,0.009837451,0.548003866,0.605871222,0.239570856,10.68752206,0.001157347,4.812628856,2.575089946,2.187007317,6.014606999,5.777445392,2.5535298,1.908746682,9.5
77,Female,3728.08399,120.4724409,137.007874,215.7480315,113.1233596,927.0341207,1643.044619,361.9422572,50.1312336,34.90813648,287.9265092,39.63254593,21.52230971,41.99475066,223.3595801,23.09711286,215.2230971,486.351706,4418.897638,973.2283465,149.0813648,7883.2021,329.3963255,0,severe,8.414868834,16.71477768,9.582193862,0.004051453,0.082548364,0.076977616,0.183328269,6.725412742,0.001012863,11.47067885,6.537607907,4.819269533,7.242422147,8.194958786,3.161918654,2.203094644,10.6
