Mouse_ID,Sex,Eotaxin,G-CSF,GM-CSF,IFNg,IL-10,IL-12p40,IL-12p70,IL-13,IL-17a,IL-1b,IL-2,IL-3,IL-4,IL-5,IL-6,IL-9,IL-1a,KC,MCP-1,MIP-1b,MIP-1a,RANTES,TNF-a,Day.x,Severity,NK Cells,T-Cells,CD4 T-Cells,Effector CD4 T-Cells,Tregs,Th-1,Th-17,CD8 T-Cells,Effector CD8 T-Cells,CD11b CCR2,CCR2 Ly6cHi,CCR2 Ly6cLo,Neutrophils,Interstitial Macrophages,Alveolar Macrophages,DCs,Day_0_BW
78,Female,2432.698413,145.7142857,165.7142857,282.5396825,150.4761905,1070.793651,1941.269841,743.8095238,90.47619048,18.73015873,365.7142857,47.93650794,40.31746032,50.79365079,364.7619048,27.93650794,289.2063492,529.5238095,4101.587302,841.9047619,134.6031746,4070.15873,501.2698413,0,mild,5.742788276,22.71124797,15.01273792,0.012008818,0.343966856,0.216158722,0.243607449,7.205290742,8.58E-04,7.260852862,3.20661103,3.894033889,12.91962629,6.262005378,1.879991172,1.597992496,11.3
79,Female,2717.664671,137.4251497,156.2874251,194.3113772,129.0419162,1757.784431,1917.964072,412.8742515,68.56287425,22.15568862,157.1856287,45.20958084,44.61077844,35.62874251,330.5389222,26.34730539,116.1676647,382.3353293,3868.263473,1335.02994,218.8622754,6751.197605,277.245509,0,mild,6.641741653,25.73754101,15.30987284,0.014786025,0.498500275,0.366130145,0.378803881,9.61514089,0.006336868,3.780096893,2.660911376,1.085491567,6.125924307,3.93217499,2.87764543,1.487997669,10.5
81,Female,2690.962672,90.17681729,102.5540275,273.0844794,84.67583497,1241.453831,1115.520629,580.3536346,26.52259332,43.02554028,372.8880157,29.66601179,20.62868369,23.37917485,126.5225933,408.0550098,248.7229862,450.4911591,3600.785855,649.1159136,90.37328094,4265.618861,404.3222004,0,severe,6.88527391,21.60282147,11.72217273,0.027458111,0.263597867,0.269089489,0.179392993,9.178941459,6.10E-04,5.341467589,3.928772282,1.362569382,5.587818177,8.551360736,2.15785999,1.356456464,16
82,Female,3147.311828,285.6630824,187.0967742,367.3835125,287.8136201,1308.243728,2400.358423,839.7849462,88.53046595,37.27598566,412.9032258,54.1218638,45.51971326,57.34767025,462.3655914,31.54121864,349.8207885,970.609319,5059.856631,2111.111111,262.0071685,29765.5914,507.8853047,0,severe,7.521061244,23.35714719,9.878329646,0.009848783,0.134094973,0.625397739,0.298493894,10.44008909,0.001893997,6.055975383,3.685499571,2.302652237,13.66058906,6.390069289,7.708861024,0.117644596,15.5
83,Female,2792.746114,129.2746114,135.2331606,186.0103627,111.6580311,1423.57513,1205.440415,357.253886,38.60103627,34.45595855,226.1658031,39.11917098,21.24352332,20.20725389,171.761658,22.79792746,289.119171,701.5544041,4227.46114,801.5544041,162.9533679,7555.699482,282.642487,0,severe,5.814399353,25.65098266,12.82583992,0.017429255,0.405055878,0.216122758,0.168018015,12.19768958,0.002788681,9.201512091,6.723893226,2.420301326,12.53889404,8.313772586,3.227523336,1.646514548,14.5
84,Female,2123.952096,137.4251497,156.2874251,173.3532934,129.0419162,1045.508982,1304.790419,793.7125749,93.71257485,35.32934132,286.8263473,45.20958084,31.43712575,59.88023952,152.0958084,26.34730539,233.8323353,351.1976048,1418.862275,861.3772455,137.7245509,12486.82635,448.502994,0,severe,7.160456362,30.48360176,13.50298774,0.022399006,0.579483956,0.343210572,1.005787614,14.87799767,0.003612743,5.311091453,3.370824382,1.889717343,10.01305868,5.448418215,4.11727537,1.712793294,13.2
85,Female,3499.502488,114.1791045,129.8507463,135.0746269,107.2139303,442.2885572,1029.104478,425.1243781,63.93034826,18.4079602,100.2487562,37.56218905,14.67661692,39.80099502,160.199005,21.89054726,154.2288557,317.6616915,3792.537313,540.0497512,63.1840796,4569.900498,188.8059701,0,severe,5.531281108,29.3228569,19.56807526,0.01063854,0.632993153,0.27128278,0.259884344,8.765397387,0.002279687,3.993745721,2.912532063,1.052599307,4.390258858,4.658007419,3.321308493,1.022963016,13.1
86,Female,3596.712329,125.7534247,143.0136986,139.1780822,118.0821918,1339.178082,1475.616438,343.0136986,30.4109589,16.16438356,93.42465753,41.36986301,22.46575342,54.79452055,192.0547945,24.10958904,158.630137,456.9863014,3188.767123,1120.821918,141.9178082,5745.753425,253.6986301,0,severe,4.452045661,17.05739585,9.922254227,0.01200192,0.220035206,0.213367472,0.097348909,6.424361231,0,5.935865565,3.703901704,2.160683578,12.42860834,7.384637317,2.313045183,1.171669652,17.2
87,Female,3891.696751,165.7039711,188.4476534,170.3971119,155.5956679,1458.844765,1144.404332,451.9855596,62.09386282,21.29963899,145.4873646,54.51263538,18.77256318,42.96028881,154.5126354,31.76895307,163.5379061,345.1263538,3142.599278,690.2527076,110.4693141,5879.061372,393.8628159,0,severe,6.751504514,36.85807422,17.84478435,0.047642929,0.412487462,0.685807422,0.462637914,16.79162487,0.005015045,2.829258163,0.962120819,1.806572185,3.597570472,2.332623856,3.298205541,1.143816297,13.9
88,Female,1393.483709,115.037594,130.8270677,33.33333333,108.0200501,361.4035088,547.6190476,313.7844612,14.28571429,14.78696742,54.38596491,37.84461153,13.03258145,16.79197995,96.9924812,22.05513784,75.43859649,196.2406015,459.1478697,575.4385965,119.7994987,5987.468672,89.72431078,0,severe,6.552870687,18.65370687,10.78318409,0.004938109,0.409040032,0.254312615,0.203285489,6.660686068,0.001646036,3.094383022,2.393481398,0.681371858,8.976097736,3.24519622,3.527292849,0.92549394,18.2
89,Female,3618.611987,144.7949527,164.6687697,137.5394322,135.9621451,1200.946372,1188.328076,435.0157729,63.09148265,32.80757098,146.3722397,47.6340694,18.61198738,50.47318612,160.2523659,27.76025237,171.6088328,584.5425868,4075.709779,799.6845426,129.022082,7504.100946,344.1640379,0,severe,5.32885514,23.9182243,15.55957944,0.004088785,0.270443925,0.448014019,0.245327103,7.642523364,5.84E-04,4.139409939,2.814829724,1.301355546,8.233918853,3.804200568,2.306209502,1.268841012,19.3
90,Female,1770.621469,129.6610169,147.4576271,102.259887,121.7514124,885.5932203,1147.740113,353.6723164,35.31073446,16.66666667,113.8418079,42.65536723,14.68926554,22.03389831,162.9943503,24.85875706,85.02824859,270.0564972,517.5141243,87.57062147,56.49717514,3426.271186,261.5819209,0,mild,5.894632668,31.09681609,18.94261547,0.021648703,0.372666966,0.329369559,0.162365275,11.0222827,0.001546336,3.423186641,1.612231161,1.750056092,6.681303888,3.565819417,3.71326004,1.708388089,15
91,Female,4989.341693,508.1504702,298.7460815,1210.658307,520.6896552,1242.319749,2281.191223,3331.034483,73.04075235,121.0031348,2067.398119,47.3354232,98.7460815,271.1598746,434.169279,2196.551724,615.0470219,899.3730408,2728.840125,1453.918495,119.1222571,4488.401254,1565.203762,3,mild,5.190290725,24.66939276,15.60226958,0.016446262,0.251926829,0.153996815,0.428350365,7.864303389,0.003737787,8.521637239,5.627864766,2.820250663,9.804822571,8.673275971,3.139611024,1.41759239,13
92,Female,3166.876972,144.7949527,164.6687697,248.2649842,135.9621451,1274.763407,2249.842271,435.0157729,63.09148265,18.61198738,193.6908517,47.6340694,33.12302839,56.78233438,256.7823344,27.76025237,208.2018927,892.4290221,7575.394322,3145.425868,522.3974763,10658.04416,447.0031546,3,mild,13.12568796,15.33939419,10.6021444,0.047290962,0.214440051,0.072567165,0.234008724,4.214603123,0.033429818,16.02905472,11.51189151,4.365585051,8.391796,17.57099357,2.016794323,1.780707991,15.8
93,Female,1968.965517,499.204244,138.4615385,280.9018568,114.3236074,2115.384615,1350.928382,365.7824934,44.56233422,42.97082228,261.5384615,40.0530504,27.85145889,74.53580902,353.5809019,118.0371353,200,1652.519894,17528.11671,3344.562334,1013.793103,8284.880637,332.8912467,3,severe,4.729908076,11.51577401,5.730057266,0.035002353,0.082628505,0.028690453,0.12222133,5.582014529,0.017214272,15.01270529,12.60211129,2.283541109,14.21883794,20.1434248,2.003854222,1.8034688,15.3
94,Female,3270.974576,137.9237288,110.5932203,451.9067797,91.31355932,905.2966102,1048.09322,1053.813559,50.42372881,34.3220339,585.1694915,31.99152542,26.90677966,33.89830508,124.1525424,1412.288136,307.4152542,607.8389831,4828.389831,1056.355932,188.9830508,6586.864407,569.4915254,3,mild,4.681639908,15.60705487,9.006819449,0.056709604,0.271157686,0.133434362,0.581869129,5.559447391,0.014296539,9.303748089,5.490122648,3.736229442,7.619136785,13.0050245,2.371812876,2.034765783,11.9
95,Female,4049.354839,607.0967742,168.3870968,667.7419355,139.0322581,2725.16129,1784.516129,2475.806452,52.58064516,88.70967742,866.7741935,48.70967742,48.06451613,77.74193548,543.2258065,1287.741935,424.516129,2292.580645,27273.22581,3606.129032,793.5483871,10450.96774,1117.419355,3,severe,8.137447135,9.857602711,7.04639277,0.048674984,0.207098282,0.184597582,0.267253216,2.504006502,0.016990325,18.04283104,16.20794521,1.742247096,11.45845312,22.51057359,1.908357931,0.11755536,15.4
96,Female,3849.459459,254.3243243,141.0810811,198.9189189,116.4864865,2391.081081,1098.108108,372.7027027,66.75675676,24.05405405,108.9189189,40.81081081,15.94594595,43.24324324,181.8918919,23.78378378,203.7837838,860.2702703,10242.16216,3437.837838,714.0540541,11429.45946,339.1891892,3,severe,2.668300541,17.11104529,9.691660344,0.016636302,0.185433903,0.137148051,0.299047673,6.903253817,0.002028817,12.72913761,6.364881515,6.253557066,6.588155829,12.30948197,1.298993702,2.025104288,17.1
97,Female,2602.934537,511.2866817,117.8329571,741.5349887,362.7539503,3769.751693,1511.738149,1309.706546,41.08352144,81.03837472,915.3498871,34.08577878,54.85327314,76.74943567,438.8261851,1554.401806,420.0902935,1333.634312,20574.4921,8001.580135,1876.523702,12679.00677,886.2302483,3,mild,4.979888459,10.23480151,6.35913382,0.026501299,0.085981991,0.022967792,0.118372467,3.582386648,0.014134026,15.05247006,13.98096254,1.010389982,10.66501086,20.27801979,1.401802317,0.598171675,17.2
98,Female,4365.436242,167.4496644,175.1677852,252.6845638,144.6308725,984.5637584,1856.375839,462.7516779,57.71812081,24.83221477,312.0805369,50.67114094,19.79865772,53.69127517,459.0604027,29.53020134,253.0201342,1343.288591,12315.77181,3091.610738,532.885906,10942.95302,366.1073826,3,severe,7.348138914,7.851293795,4.830106186,0.014904947,0.136854514,0.033423215,0.132337864,2.613334056,0.001354995,17.71787475,13.23751849,4.313917332,10.54356933,26.35245694,2.313276317,0.632580422,11.2
99,Female,2478.174603,1289.68254,207.1428571,257.5396825,171.031746,4009.920635,1582.936508,496.8253968,46.03174603,52.77777778,543.2539683,59.92063492,20.63492063,95.63492063,921.8253968,102.3809524,325.3968254,2083.730159,28808.33333,5834.52381,1200.396825,10481.34921,432.9365079,3,severe,9.113962807,11.56933481,7.70556835,0.053247427,0.29951678,0.110488412,0.254256466,2.479998935,0.041932349,23.43661618,0.058921501,23.3077745,5.726384262,24.16331469,4.003519578,1.982119289,13.8
100,Female,3673.569482,125.0681199,142.2343324,324.7956403,117.4386921,1568.93733,1407.629428,509.5367847,57.22070845,32.15258856,343.5967302,41.14441417,34.60490463,43.59673025,206.5395095,524.7956403,329.7002725,919.346049,10644.95913,2184.741144,467.5749319,4484.196185,473.8419619,3,severe,4.260015189,23.19394342,14.38200114,0.054585153,0.486519841,0.662141637,0.412948548,6.322384659,0.026105943,10.61153846,8.363461538,2.128846154,11.75,14.89615385,2.778846154,1.194230769,15.3
101,Female,4081.028939,728.2958199,167.8456592,788.1028939,217.0418006,2127.33119,1825.723473,1644.051447,74.91961415,106.4308682,1327.009646,48.55305466,33.76205788,90.35369775,436.977492,1645.337621,579.0996785,1072.66881,12747.26688,5296.463023,919.6141479,5960.128617,964.3086817,3,severe,1.582235164,16.65360063,9.815706624,0.024887694,0.646457859,0.082129391,0.291186023,5.620885753,0.006221924,6.699253923,3.969642398,2.671983535,4.737844096,7.162850527,0.852585542,1.275533831,13.2
102,Female,1816.993464,150,170.5882353,223.5294118,140.8496732,471.2418301,1760.130719,409.1503268,56.20915033,24.18300654,456.2091503,49.34640523,26.79738562,52.2875817,250.6535948,28.75816993,211.4379085,450.3267974,2844.771242,1427.777778,236.6013072,5151.633987,410.130719,3,severe,5.678738964,16.97393724,10.17707817,0.003642085,0.17518429,0.079033245,0.199586259,5.826243408,0.00254946,9.592927687,6.714734135,2.763354034,6.43776824,10.47111223,3.088057141,0.130151453,14.8
103,Female,3485.964912,161.0526316,183.1578947,359.6491228,151.2280702,2605.964912,1709.824561,599.6491228,57.19298246,25.96491228,345.9649123,52.98245614,20.70175439,27.36842105,185.2631579,43.85964912,315.0877193,774.3859649,9110.526316,1867.719298,552.6315789,8810.526316,382.8070175,3,mild,4.552126904,20.8965354,13.8031726,0.083655592,0.66450951,0.34409281,0.596637992,5.068266119,0.052087444,12.67590132,8.433829657,4.147733526,9.102058144,16.16798478,2.509394506,1.260986462,15.7
104,Female,3172.105263,1012.368421,137.3684211,207.1052632,113.4210526,3690.526316,1378.684211,534.2105263,67.63157895,42.63157895,138.1578947,39.73684211,24.73684211,42.10526316,696.5789474,23.15789474,239.7368421,2349.736842,29881.05263,4628.421053,1216.315789,7534.210526,372.8947368,3,severe,2.488796159,20.38619985,13.38925496,0.14902971,0.813276418,0.203319105,0.980402593,4.237766258,0.051095901,12.6662191,9.874798299,2.749019469,8.621603477,16.89339599,0.838604054,1.945749856,14.4
105,Female,3434.482759,105.5172414,120,220.2298851,99.08045977,1123.678161,1052.643678,317.0114943,41.83908046,17.01149425,134.2528736,34.71264368,11.95402299,36.7816092,154.7126437,20.22988506,215.4022989,641.1494253,6227.356322,940.4597701,219.3103448,3710.574713,307.1264368,3,mild,4.705141251,22.52023065,13.3280031,0.027862577,0.37553908,0.067839318,0.347676503,8.701603915,0.012114164,5.882291678,4.841850922,1.00086443,5.968734703,7.412229084,3.251507546,0.76340648,14.3
106,Female,7813.033175,288.8625592,123.6966825,667.0616114,102.1327014,2656.161137,1172.274882,909.478673,54.26540284,51.8957346,583.1753555,35.78199052,24.88151659,47.39336493,311.8483412,1317.772512,365.6398104,1032.938389,12140.52133,3360.189573,824.6445498,14212.08531,636.9668246,4,mild,2.162528639,31.14508814,23.01631832,0.072473933,0.337432397,0.211966771,0.397437696,5.290597092,0.025716557,8.613767007,6.058811635,2.483462838,3.758774084,10.2400416,2.209047055,0.077269707,12
107,Female,6560.686016,210.2902375,137.7308707,646.701847,113.7203166,983.6411609,1555.672823,1530.870712,62.79683377,61.47757256,774.6701847,39.84168865,39.31398417,63.5883905,212.4010554,1279.94723,337.4670185,627.4406332,4576.253298,1176.51715,158.3113456,12084.43272,709.2348285,4,mild,2.724566089,20.4773256,11.81826015,0.016274639,0.345596753,0.16083173,0.184765023,7.247001158,0.007658654,6.792112918,5.161642205,1.566012164,7.478017982,12.06614439,3.346886156,2.013090044,13.8
108,Female,7291.916168,149.4011976,156.2874251,214.9700599,129.0419162,2896.706587,1612.57485,374.8502994,45.80838323,22.15568862,183.8323353,45.20958084,24.5508982,35.62874251,249.1017964,26.34730539,225.748503,1088.922156,6698.203593,1857.185629,461.3772455,18702.09581,424.251497,4,severe,1.811270945,28.27513719,16.02644798,0.012221801,0.336099534,0.267657447,0.140550714,10.367754,0.006110901,9.251901849,5.817287072,3.364635771,6.410979932,11.69439491,3.065531953,0.084652024,12.3
109,Female,4650.533808,177.5800712,185.7651246,218.5053381,153.3807829,2008.896797,1655.871886,445.5516014,101.4234875,37.01067616,165.1245552,53.7366548,18.50533808,85.76512456,424.5551601,31.31672598,282.5622776,1526.33452,14513.16726,2179.715302,449.4661922,5443.772242,329.5373665,4,severe,2.426818665,24.80919718,15.15215921,0.268573085,0.550671433,1.16124046,0.506231282,6.953917496,0.044440151,7.728205209,6.09643422,1.575395023,6.599119909,12.16154846,2.900230202,2.139154674,9.4
110,Female,4784.758364,602.6022305,194.0520446,273.605948,160.2230483,2390.334572,1620.074349,754.6468401,105.9479554,81.41263941,303.3457249,56.133829,39.03345725,59.4795539,553.5315985,32.71375465,456.8773234,3178.438662,18680.66914,2558.364312,572.8624535,3182.527881,466.5427509,4,severe,6.34164033,28.71871924,15.81783327,0.108802653,0.720169939,0.673540231,0.430029532,8.921817522,0.04144863,8.2580978,3.563400523,4.602572134,5.553303608,11.27611748,10.61281645,3.463905369,8.4
111,Female,4323.963134,114.9769585,120.2764977,212.9032258,99.30875576,1761.981567,1207.142857,317.7419355,37.55760369,23.96313364,100,34.79262673,31.79723502,46.08294931,137.3271889,20.2764977,147.4654378,750.921659,3996.313364,2438.479263,432.4884793,12664.51613,289.1705069,4,mild,9.78172782,14.30343191,9.915601424,0.016118561,0.381024872,0.090890774,0.343414896,4.004566926,0.00402964,6.152056688,3.937199478,2.144776032,4.55138313,8.548930289,3.463664856,1.684868306,13.3
112,Female,3955.670103,171.4776632,179.3814433,198.9690722,148.1099656,2915.80756,1548.453608,473.8831615,86.59793814,30.58419244,117.1821306,51.89003436,28.17869416,54.98281787,317.5257732,30.24054983,321.9931271,1093.814433,7395.189003,1274.226804,349.1408935,4827.147766,318.2130584,4,severe,7.95559298,25.66965077,11.2280624,0.046534302,0.4139337,0.222921468,0.520741003,12.18622585,0.020386456,7.724142677,5.865728203,1.813686699,3.631797024,7.334372066,4.82617607,2.302251626,11.7
113,Female,3002.087287,178.5578748,99.0512334,139.658444,81.78368121,2361.669829,938.7096774,237.5711575,27.32447818,19.73434535,99.62049336,28.65275142,11.19544592,37.95066414,171.9165085,16.69829222,120.113852,1526.755218,12697.53321,2945.540797,817.0777989,19566.22391,238.1404175,4,severe,4.060503249,13.9133298,7.664189462,0.143797333,0.336777523,0.107118593,0.470988367,3.014742353,0.068355834,19.85262134,16.21975454,3.476362272,7.951880187,22.68249623,2.175285077,1.29894498,16.9
114,Female,3313.903743,122.7272727,139.5721925,340.9090909,115.2406417,543.315508,1145.721925,542.7807487,58.55614973,35.56149733,278.342246,40.37433155,28.07486631,53.47593583,141.1764706,23.52941176,267.6470588,543.315508,3454.545455,1017.379679,157.486631,7836.898396,464.973262,4,mild,2.758107802,17.57795238,8.737780365,0.008083552,0.160054321,0.055507054,0.105086171,8.320669103,0.001077807,5.035318306,2.227121407,2.664032351,5.448536469,4.542588778,1.420362138,0.763791006,14.9
115,Female,5137.410072,4798.920863,187.7697842,320.1438849,438.4892086,8006.834532,2930.215827,496.0431655,78.77697842,108.9928058,166.9064748,54.31654676,45.68345324,122.3021583,1229.136691,31.65467626,859.352518,9622.302158,82976.97842,9534.532374,4037.05036,26255.7554,683.0935252,4,severe,7.082017693,7.290519558,3.969103103,0.127867227,0.02740012,0.030270609,0.212155215,1.824065134,0.039925889,29.20032801,25.90695803,3.088364818,20.47242301,43.2355889,0.656396161,0.717138432,15.1
116,Female,8056.571429,500.5714286,366.8571429,273.7142857,123.1428571,3293.714286,1934,357.7142857,62.57142857,29.71428571,150,43.14285714,26.85714286,57.14285714,320.5714286,127.1428571,249.1428571,842.2857143,7844.857143,2330,453.7142857,15698,358.5714286,4,mild,3.368286624,14.3805685,9.025830847,0.039409752,0.160133295,0.26788654,0.157639007,4.335072684,0.008979437,7.229380875,4.228630687,2.932350735,7.468778959,6.887383611,2.655994881,0.188098495,15.8
117,Female,7085.365854,242.9878049,159.1463415,276.5243902,131.402439,1812.5,2593.597561,570.1219512,101.2195122,40.54878049,178.0487805,46.03658537,38.7195122,85.67073171,379.8780488,307.3170732,221.9512195,1153.658537,8258.841463,1747.256098,257.0121951,11875.60976,432.0121951,4,severe,4.851810346,18.28463653,13.12440051,0.006782135,0.258690014,0.064914723,0.124339146,4.615081531,0.001937753,11.85788924,8.848484848,2.915170514,4.064975777,11.9707419,4.042557234,0.214686045,14.5
118,Female,9602.915452,453.3527697,152.1865889,284.2565598,234.1107872,5891.836735,2543.440233,365.0145773,92.71137026,42.85714286,187.4635569,44.02332362,61.80758017,99.12536443,478.7172012,309.0379009,260.058309,893.877551,13543.73178,2996.793003,815.451895,19718.36735,341.9825073,4,mild,5.523361666,21.05254944,9.195892591,0.118082793,0.200272579,0.320436126,0.215358046,8.374514924,0.047337155,6.897522357,4.290280018,2.515173728,3.15554904,10.13165225,5.008063334,1.51062894,14.5
119,Female,10871.57895,838.9473684,549.4736842,792.6315789,498.9473684,9729.473684,7430.526316,1451.578947,349.4736842,140,552.6315789,158.9473684,145.2631579,210.5263158,1255.789474,468.4210526,1134.736842,3186.315789,28514.73684,8868.421053,2088.421053,46858.94737,1662.105263,4,mild,5.16923332,21.75368417,13.50653927,0.185503762,0.375152859,0.140941406,0.326445168,6.307127904,0.089124712,10.66457334,7.106207187,3.373299536,6.693973494,13.32041083,8.272740828,2.304123214,15.9
120,Female,3113.136729,326.8096515,139.9463807,238.6058981,295.9785523,1872.922252,2280.697051,544.2359249,77.74798928,27.88203753,148.5254692,40.48257373,56.83646113,96.51474531,343.4316354,23.5924933,302.4128686,1262.198391,8302.412869,2469.97319,356.0321716,12780.16086,466.2198391,4,severe,2.261337816,27.8869798,17.92495409,0.062252934,0.267687615,0.197653064,0.147072556,8.37846671,0.031126467,6.702130298,5.530962478,1.112268432,6.993527267,9.823797833,2.580413164,1.0192694,14.3
121,Female,4307.194245,413.6690647,187.7697842,283.0935252,310.7913669,3298.920863,2852.158273,450.3597122,61.8705036,47.84172662,111.1510791,61.51079137,53.5971223,122.3021583,791.3669065,31.65467626,323.0215827,1606.115108,11260.43165,5024.460432,847.8417266,24815.10791,567.9856115,5,severe,2.47593361,15.80477178,7.433817427,0.358921162,0.592738589,0.87593361,0.863485477,6.781120332,0.212033195,7.467409531,7.071635924,0.356106093,4.326463641,10.67957664,0.169939237,1.346892411,13.2
