"","Day.x","Mouse_ID","Eotaxin..74.","G.CSF..54.","GM.CSF..73.","IFNg..34.","IL.10..56.","IL.12p40..76.","IL.12p70..78.","IL.13..37.","IL.17A..72.","IL.1b..19.","IL.2..36.","IL.3..18.","IL.4..39.","IL.5..52.","IL.6..38.","IL.9..33.","IL.1a..53.","KC..57.","MCP.1..51.","MIP.1B..75.","MIP.1a..77.","RANTES..55.","TNFa..21.","Severity","Sex","NK Cells","T cells","CD4+ T cells","Effector CD4 T cells","Tregs","Th1","Th17","CD8+ T cells","Effector CD8+ T cells","CD11b+ ccr2+","CCR2+ Ly6cHi","CCR2+ Ly6cLo","Neutrophils","Interstitial Macs","Avleolar Mac","DCs","Day_0_BW"
"21",3,21,21158.16993,0,350.6535948,358.496732,0,2495.751634,1450.980392,1822.222222,304.5751634,45.0980392,79.7385621,100.3267974,32.0261438,39.869281,137.254902,398.3660131,460.130719,959.1503268,6974.183007,2407.843137,383.0065359,20515.03268,752.9411765,"mild","Male",1.73691609323049,23.5948157567177,9.09758871625226,0.00369056925353204,0.11776270981725,0.25934636663457,0.51869273326914,7.73140707985385,0.00033550629577564,12.0517708551355,8.13784442722269,3.83642853506355,5.36998172859899,10.4837113005504,0.617154752544137,16.4702821036435,16
"22",3,22,18605.08475,0,216.9491525,249.1525424,0,1363.389831,1462.372881,941.6949153,203.7288136,31.1864407,14.2372881,72.8813559,12.5423729,54.5762712,128.1355932,266.440678,379.3220339,820,6933.559322,1845.084746,229.8305085,8643.050847,469.8305085,"mild","Male",7.36501947632273,20.9631609285752,10.3296127443274,0.000349351080368216,0.11563520760188,0.304634142081084,0.638963125993467,8.74320948837534,0.000349351080368216,10.1244339276243,7.52764065113622,2.53641222308351,14.9055526090327,9.16323283423769,0.760882868915997,9.00167271837134,15.9
"23",3,23,16611.84834,0,413.2701422,412.3222749,138.8625592,3482.464455,1985.308057,1316.587678,370.1421801,61.6113744,57.3459716,114.2180095,13.7440758,113.2701422,206.6350711,394.3127962,575.8293839,2278.672986,26661.13744,3259.241706,836.9668246,21996.20853,709.9526066,"severe","Male",1.38531315592479,31.8387177266656,5.8624080787917,0.0610606349718916,0.19609857769819,0.294441427292342,0.712178367508697,6.81295777128682,0.0660511676378635,15.9044181664344,12.8997052920715,2.93318182375567,14.472162158848,21.7147832200418,0.520337299559777,18.1030782876693,12
"24",3,24,32085.55957,253.7906137,452.7075812,604.6931408,139.7111913,3962.093863,2415.162455,2282.67148,328.5198556,68.9530686,298.5559567,106.1371841,49.4584838,135.3790614,470.3971119,696.0288809,523.1046931,2363.176895,20133.213,6692.057762,1061.01083,20241.51625,959.2057762,"severe","Male",1.60875939249375,35.173044450143,8.3650650035562,0.0188696590397763,0.295140820878552,0.406423425472104,0.712208669398735,12.378012492682,0.0314494317329605,11.5048810474847,9.56832616615392,1.86629952577635,15.8114210278812,11.0470880854849,0.490654337984918,7.19154216171196,13.9
"25",3,25,52792.69103,170.7641196,667.1096346,761.461794,466.4451827,2728.903654,2844.186047,3998.006645,400.3322259,101.6611296,693.0232558,218.2724252,29.9003322,264.4518272,341.1960133,1152.159468,791.3621262,2115.946844,12566.11296,4950.166113,541.8604651,52298.00664,1991.694352,"mild","Male",5.11818746000662,11.6669721437093,5.27060442652312,0.000321554781680381,0.0479116624703768,0.0791024762933737,0.459823337802945,4.77380228882694,0.000321554781680381,7.66866386209436,4.34673295655746,3.25712828793609,9.01075086049377,9.86062125525857,0.430246887349679,11.105681383589,16.7
"26",3,26,38163.19613,1675.060533,502.1791768,461.5012107,308.716707,7160.290557,2072.881356,1350.121065,181.3559322,81.3559322,310.1694915,84.2615012,38.9830508,132.9297821,947.6997579,572.3970944,483.7772397,12468.28087,55752.54237,8129.297821,1792.736077,31318.15981,1085.230024,"severe","Male",3.19439579684764,26.8500875656743,4.12521891418564,0.0302977232924694,0.131873905429072,0.150963222416813,0.643957968476357,5.74570928196147,0.0352014010507881,22.6309468822171,21.1718244803695,1.38198614318707,26.5584295612009,10.768129330254,0.153117782909931,16.5842956120092,16.8
"27",3,27,40536.61417,0,458.6614173,606.6929134,77.5590551,1544.094488,2240.551181,3199.606299,311.8110236,60.2362205,471.6535433,105.511811,51.1811024,246.0629921,209.4488189,786.2204724,616.5354331,1056.692913,15026.37795,2292.519685,277.5590551,10892.91339,1092.913386,"mild","Male",2.03957562361069,17.1736507530717,3.1076872235022,0.000935299124248253,0.0689003688196213,0.112859427659289,0.319560534118153,10.4731678269572,0.000311766374749418,9.13673387635198,6.78185147740496,2.3143467561948,6.71365621959827,8.28834671804361,0.463060107204853,8.33269748011369,19.9
"28",3,28,42207.11744,182.9181495,446.2633452,510.6761566,234.8754448,2580.782918,2025.266904,1572.241993,327.7580071,59.7864769,216.7259786,133.4519573,46.2633452,112.8113879,229.5373665,547.6868327,545.1957295,4644.483986,27688.6121,6416.725979,1184.341637,29793.95018,903.5587189,"mild","Male",0.971892549065015,29.3811150350258,6.46673999884212,0.0101314189775951,0.282956058588549,0.58472760956406,0.715712383488682,4.45710067735773,0.0159208012505066,11.75253733273,10.1428663779171,1.55980163091159,26.623754421285,17.0737788941939,0.178236657647091,14.8665995585641,12.2
"29",3,29,25805.80645,0,314.516129,592.9032258,94.516129,1806.774194,1835.806452,2275.806452,318.0645161,59.3548387,382.9032258,112.2580645,29.0322581,139.6774194,176.7741935,592.2580645,529.6774194,741.9354839,12895.80645,2998.387097,453.5483871,9094.516129,819.0322581,"severe","Male",2.98503751499667,23.6962994734846,5.94334520634802,0.00435136663993684,0.134270742032337,0.264811741230442,0.645245510322063,12.454232947305,0.00248649522282105,10.8180527623329,7.50739382467763,3.24145273867266,11.8023187034189,9.29965692653496,0.406364604282503,13.7046019164794,11.9
"30",4,31,28872.75862,0,596.2068966,863.1034483,557.5862069,2467.586207,3037.931034,5203.103448,354.8275862,102.7586207,761.0344828,216.5517241,64.137931,346.5517241,382.4137931,1259.655172,873.1034483,1495.172414,9639.655172,3771.37931,530.3448276,23195.51724,2067.241379,"severe","Male",5.40179042394466,16.6386598948051,6.59352252347294,0.00113031814688108,0.128102723313189,0.136014950341356,0.225686856660588,6.46768043645351,0.00263740900938918,11.4279902211857,9.60517855780652,1.73781008322163,16.5055632444449,13.5922612236595,1.27320742928341,1.95612610747251,16.4
"31",4,32,45339.72603,84.6575342,766.0273973,740.2739726,337.5342466,4552.60274,2686.849315,3520.547945,240.5479452,75.3424658,555.0684932,140.8219178,61.9178082,490.9589041,392.6027397,887.1232877,1056.164384,2527.39726,21176.9863,7026.575342,1247.945205,31349.86301,1399.452055,"severe","Male",8.60816,15.69632,1.77424,0.00784,0.04608,0.0496,0.06112,11.94304,0.23472,15.4107142857143,13.2028571428571,2.08446428571429,20.2717857142857,6.85196428571429,0.167321428571429,3.72910714285714,16.4
"32",4,33,45004.57516,118.3006536,516.3398693,591.503268,345.751634,3926.470588,2573.529412,2884.96732,216.9934641,84.9673203,374.5098039,163.3986928,39.869281,154.248366,399.6732026,742.4836601,540.8496732,14955.88235,28636.60131,4953.594771,779.4117647,41852.94118,1424.183007,"severe","Male",0.925010180929664,26.1024492407935,3.85469389338143,0.0150289914092346,0.173075804293443,0.166288517850563,0.115868675703454,3.19050943432816,0.190044020400644,15.0417788731127,13.3159341229898,1.64900208375158,40.2067136953015,13.1885552886446,0.674969366774892,0.278987338266956,13.6
"33",4,34,19960.36036,0,262.3873874,335.1351351,107.8828829,2022.297297,1675.45045,995.045045,154.2792793,31.0810811,132.2072072,72.2972973,30.8558559,62.6126126,289.4144144,382.6576577,341.8918919,1155.855856,7754.954955,2062.162162,152.027027,8474.324324,815.3153153,"mild","Male",2.76479838256767,20.5211726384365,8.38312928226441,0.00336965067954622,0.060653712231832,0.186454004268224,0.134786027181849,9.83264068291587,0.00168482533977311,15.9125606742111,10.682084249009,5.1264145905646,13.838170154792,9.38678825470503,2.24486023537144,0.393654966556443,18.3
"34",4,35,11725.75453,7334.406439,1231.187123,650.7042254,886.3179074,23050.30181,3955.533199,1845.875252,152.917505,243.6619718,187.9275654,167.4044266,63.7826962,565.7947686,15713.07847,595.9758551,793.360161,15694.16499,339324.3461,91548.08853,14008.2495,168455.5332,1688.933602,"severe","Male",4.0131010867947,25.5524787851719,4.13934792317999,0.0178651183564091,0.111954741700164,0.114932261426232,0.323358642251005,8.5764478189668,0.151853506029477,11.8070981926163,10.3440596179653,1.4230648431031,16.1265454130143,6.67561316848928,2.08548668018159,0.551066442052366,16.3
"35",4,36,28968.39623,4154.481132,672.6415094,718.3962264,618.1603774,10038.4434,3576.650943,2915.330189,196.9339623,114.8584906,607.0754717,185.8490566,51.4150943,325.7075472,1982.075472,916.0377358,427.5943396,7841.981132,60297.87736,10090.80189,2225,50145.75472,2229.245283,"severe","Male",0.615240625150541,42.2310386830823,7.64577555416388,0.0578078439738764,0.379536023233248,0.272866787329071,0.386762003729982,7.85464079995045,0.570508364932661,12.6744916011947,11.1054463827116,1.49751745391596,20.5836361215211,13.8459489793977,0.641847546940095,2.06593490212491,11.6
"36",4,37,94029.23077,8181.230769,1215.384615,950.4615385,1721.230769,58931.69231,5530.153846,3652,224,284.6153846,448.3076923,193.2307692,97.5384615,859.6923077,2895.076923,1436.923077,1589.538462,15637.84615,218900.3077,48806.46154,16693.23077,125899.0769,1962.769231,"severe","Male",2.29901865727392,27.0322250444259,3.17672752241956,0.0594464171612587,0.252726746755084,0.148457095263678,0.201227711567256,7.15423325248197,0.389103821419148,19.9947743618896,18.4465025298444,1.42963572359199,31.7514008594056,13.1721388748636,0.694162467913523,1.38726568485871,13.8
"37",4,38,51635.06494,0,748.4848485,1047.186147,401.2987013,4031.601732,3328.138528,4995.238095,441.1255411,119.047619,710.8225108,210.3896104,59.3073593,319.9134199,462.7705628,1541.558442,888.7445887,1634.632035,15316.45022,5967.532468,623.3766234,33359.30736,2048.484848,"mild","Male",7.99991035678002,12.2000687264687,4.80823821191657,0.00186756708300962,0.0362308014103867,0.0530389051574733,0.0747026833203849,6.13682543476962,0.0014940536664077,7.48021929960196,3.70520902821649,3.69637342781535,6.86614507172299,16.3639737229244,1.36775094209589,1.95576014879151,17.5
"38",4,39,24170.36145,0,451.0843373,569.1566265,338.313253,1279.036145,1747.46988,3252.289157,201.2048193,66.2650602,622.6506024,120.4819277,21.686747,187.2289157,240.9638554,813.4939759,712.0481928,668.1927711,5317.590361,2497.590361,142.6506024,11471.80723,1230.843373,"mild","Male",6.17204855187014,16.4973293685889,4.44223149186276,0.00557106943641669,0.0452649391708856,0.0835660415462503,0.0863515762644587,6.24516883822311,0.0362119513367085,11.3879652315949,8.89992416287481,2.38376502158441,15.8003733520009,11.8852817640882,1.9491599579979,0.490024501225061,14.9
"39",4,40,32203.06122,2603.741497,682.9931973,865.6462585,521.0884354,14222.10884,3441.496599,3353.741497,313.2653061,114.2857143,885.7142857,184.3537415,25.5102041,367.3469388,914.2857143,1211.22449,1151.360544,5530.272109,96272.10884,17115.30612,8636.054422,98736.73469,1652.040816,"severe","Male",1.83224605291349,32.2726500336158,5.25662526874173,0.00517166224612679,0.107127289384055,0.1736200896914,0.2896130857831,14.5198111604471,0.0317687823690646,9.32130000679209,7.49167968484684,1.75066222916525,27.0130068600149,8.49690959722883,1.38049310602459,0.820994362561978,15.3
"40",4,41,2860.614525,0,0,0,0,1095.530726,0,0,11.7318436,42.7374302,255.027933,0,0,120.9497207,0,0,84.0782123,22.3463687,3203.631285,0,60.6145251,871.5083799,0,"mild","Male",1.59225283216833,34.1178805881269,8.05413376058075,0.013469636603383,0.189992768931929,0.280735583944193,0.463639070453289,13.0095421741411,0.0879071020431312,7.88957228038875,4.93168693365886,2.8808864265928,20.3756044884736,4.80679844124137,3.38325742992629,2.34189398563313,11.4
"41",4,42,32181.29496,0,944.9640288,961.5107914,733.4532374,4169.064748,4155.035971,6101.079137,511.5107914,161.8705036,1021.942446,440.2877698,41.0071942,334.1726619,507.1942446,1264.028777,1325.539568,1305.035971,7781.654676,3393.165468,291.7266187,23883.45324,3304.316547,"mild","Male",1.01430429128739,33.5934113567404,7.75032509752926,0,0.104031209362809,0.156046814044213,0.329432162982228,15.9254442999567,0.0433463372345037,8.49909584086799,4.64831868212274,3.74311427944266,16.9354754413655,7.1726473570331,2.46370297588561,2.97379506423188,14.9
"42",4,43,217582.8402,77860.35503,4231.360947,2026.035503,3681.656805,72320.71006,16491.12426,8928.402367,551.4792899,1196.449704,565.6804734,536.0946746,352.6627219,3662.721893,19707.10059,2735.502959,4872.189349,145769.8225,1255317.16,426111.8343,76085.2071,259797.6331,7144.970414,"mild","Male",1.2257148771328,19.3354427260451,3.98024662152172,0.00591418517313777,0.0256281357502637,0.0689988270199407,0.206996481059822,7.35626065785453,0.0473134813851022,13.1522031878688,10.4279056860937,2.56025202608405,39.9944502028124,8.9841422706832,0.535392199270365,0.258718486537661,14.7
"43",4,44,57217.98246,0,880.7017544,871.9298246,406.5789474,2133.77193,3918.859649,4023.684211,427.6315789,110.5263158,1202.631579,188.5964912,50,349.122807,254.8245614,1561.842105,1095.614035,1332.45614,12088.59649,5040.350877,474.5614035,25835.96491,2240.350877,"mild","Male",2.08325266214908,22.2389157792836,6.71403678606002,0.00271055179090029,0.142497579864472,0.085188770571152,0.762826718296225,13.4257502420136,0.0143272023233301,16.8293876465083,11.2137322254054,5.45649767439651,6.38863946256942,13.5573894328758,1.16161400208093,1.75501109353249,13.3
"44",4,45,38068.16609,0,221.4532872,711.7647059,101.384083,2609.342561,1947.404844,3054.67128,275.7785467,58.1314879,532.5259516,163.3217993,5.1903114,149.8269896,180.2768166,865.7439446,812.1107266,1082.00692,7735.640138,2604.49827,344.6366782,17535.64014,1294.809689,"mild","Male",2.58214754393639,22.4974054156052,7.55002616027241,0.0047174261722804,0.155246206760501,0.154817349835748,0.649289384075685,9.59524483441834,0.0124368508178302,9.86865769811825,6.96946651182389,2.82057079432289,11.77815689136,13.1316608943198,0.735331901380225,0.497415290381592,14.8
"45",5,46,36837.80161,2312.064343,808.0428954,500,569.1689008,12040.75067,2796.246649,1545.576408,213.6729223,94.1018767,175.0670241,119.0348525,34.8525469,208.310992,982.0375335,510.7238606,806.9705094,4792.761394,60571.31367,27826.00536,7013.941019,144023.3244,937.8016086,"severe","Male",0.769494949494949,25.8846464646465,4.35757575757576,0.0995959595959596,0.198989898989899,0.130707070707071,0.113939393939394,5.41838383838384,0.0557575757575758,9.82822464513475,9.53404649249126,0.276349173695399,15.053829801824,8.06967016388946,0.286635123088528,0.123774257697319,12.1
"46",5,47,30714.67066,0,517.6646707,898.8023952,303.5928144,1750.299401,3010.778443,3944.311377,272.4550898,84.7305389,985.3293413,128.742515,17.6646707,300.8982036,266.4670659,1287.125749,1172.45509,1068.562874,5944.311377,3103.293413,408.6826347,36795.80838,1604.790419,"mild","Male",5.13344201065537,17.3574547021679,6.36761665636106,0,0.0252955835784819,0.0315414066842799,0.269194975859894,7.9371920028481,0,14.0432067578764,8.27193177454884,5.6225370329204,4.8234747286947,10.2055251298426,0.549279550552715,1.57912818543742,13.8
"47",5,48,18182.61965,0,435.5163728,666.2468514,266.4987406,1607.304786,2187.90932,2738.790932,215.6171285,61.7128463,636.0201511,136.5239295,20.6549118,186.1460957,283.8790932,949.1183879,801.0075567,847.1032746,6267.002519,4219.899244,653.9042821,52767.00252,1160.453401,"mild","Male",1.54002521216649,17.1668995140732,3.66689771833485,0.00251403369523447,0.0668014667590873,0.0894277700161976,0.471560891691837,9.38488778431027,0.00502806739046894,11.304237333476,6.95220961960302,4.21961104274785,5.18531646246857,7.72296827350061,0.935945107270879,1.8752340698732,14
"48",5,49,31223.25581,5374.127907,1200.872093,1511.627907,9773.837209,45914.24419,5714.825581,3450.290698,252.0348837,382.5581395,545.0581395,285.1744186,104.3604651,747.6744186,6513.081395,1075.290698,962.2093023,11368.31395,736449.7093,316591.8605,105916.5698,811635.7558,2922.093023,"severe","Male",0.504020979020979,39.8895104895105,4.71223776223776,0.0928321678321678,0.27972027972028,0.151223776223776,0.328321678321678,8.81416083916084,0.0708041958041958,19.658237019551,0.241320073389349,19.3058980262005,6.82123616645826,23.6332986642671,0.234308352128642,0.150752007105211,11.8
